game_num,winner_strategy,total_turns,winner_hp,avg_gold_per_player,total_damage,total_kills,combo_points,synergy_points,rare_cards_played,copies_triggered,eliminations
200,tempo,21,150,123.25,514,34,625,276,22,8,"random,balancer,economist,tempo"
201,tempo,32,78,138.5,576,61,1042,373,28,20,"random,evolver,balancer,tempo"
202,rare_hunter,30,27,127.75,621,55,935,380,18,12,"builder,balancer,warrior,rare_hunter"
203,tempo,20,150,98.25,512,31,463,260,19,10,"warrior,evolver,rare_hunter,tempo"
204,economist,22,128,113.75,558,35,569,264,20,11,"warrior,random,rare_hunter,economist"
205,economist,23,81,121.5,540,52,634,307,15,11,"builder,rare_hunter,balancer,economist"
206,evolver,28,113,135.5,553,48,847,312,19,18,"economist,builder,random,evolver"
207,rare_hunter,26,123,131.75,515,46,864,316,21,9,"economist,evolver,builder,rare_hunter"
208,evolver,27,29,125.5,613,49,898,321,22,23,"builder,warrior,rare_hunter,evolver"
209,balancer,32,9,162.25,631,65,980,385,23,24,"evolver,builder,random,balancer"
210,tempo,27,79,155.5,555,59,829,332,18,17,"builder,rare_hunter,economist,tempo"
211,tempo,22,144,135.0,476,34,670,269,22,12,"evolver,economist,builder,tempo"
212,economist,28,69,161.75,592,51,833,315,18,18,"builder,evolver,balancer,economist"
213,economist,34,3,218.25,628,69,1085,426,25,26,"random,tempo,evolver,economist"
214,economist,33,15,183.0,614,64,1003,353,24,21,"tempo,random,evolver,economist"
215,builder,28,57,156.75,622,58,991,348,16,10,"rare_hunter,economist,random,builder"
216,rare_hunter,28,77,141.75,566,51,1018,355,20,21,"builder,evolver,random,rare_hunter"
217,evolver,29,40,113.0,585,52,713,305,20,14,"warrior,random,rare_hunter,evolver"
218,evolver,36,5,149.5,618,73,1094,388,21,28,"random,rare_hunter,warrior,evolver"
219,evolver,27,8,164.25,661,53,1082,341,25,18,"tempo,economist,builder,evolver"
220,evolver,31,11,129.75,619,64,873,387,22,17,"warrior,balancer,rare_hunter,evolver"
221,balancer,29,22,152.5,588,62,796,354,24,15,"economist,warrior,builder,balancer"
222,warrior,32,4,141.25,646,66,1100,378,25,17,"random,tempo,rare_hunter,warrior"
223,warrior,32,8,140.5,603,60,1034,355,21,18,"random,rare_hunter,builder,warrior"
224,random,25,22,120.0,608,49,700,283,13,15,"rare_hunter,builder,tempo,random"
225,tempo,19,150,108.0,493,28,563,243,20,6,"economist,random,rare_hunter,tempo"
226,tempo,22,142,103.5,519,34,698,292,18,13,"evolver,rare_hunter,random,tempo"
227,economist,25,80,138.5,544,49,767,348,22,13,"random,warrior,tempo,economist"
228,economist,27,36,137.0,619,56,781,332,15,13,"random,builder,rare_hunter,economist"
229,tempo,19,150,105.25,577,32,517,244,19,8,"balancer,evolver,economist,tempo"
230,balancer,25,18,111.75,637,51,776,291,10,15,"evolver,tempo,builder,balancer"
231,economist,24,135,132.0,508,47,638,315,17,16,"balancer,evolver,random,economist"
232,tempo,22,92,86.5,564,32,648,275,14,19,"evolver,builder,random,tempo"
233,tempo,20,150,105.5,492,34,603,260,21,12,"evolver,economist,builder,tempo"
234,random,34,9,185.25,597,71,1071,409,30,17,"warrior,economist,evolver,random"
235,economist,29,56,178.0,599,60,757,392,24,19,"warrior,builder,rare_hunter,economist"
236,rare_hunter,24,112,131.75,517,48,651,324,22,15,"balancer,economist,builder,rare_hunter"
237,balancer,25,112,106.25,525,48,735,323,12,18,"warrior,random,evolver,balancer"
238,economist,28,8,160.0,697,62,897,354,20,18,"rare_hunter,balancer,random,economist"
239,balancer,29,21,118.5,606,51,912,333,23,14,"evolver,rare_hunter,tempo,balancer"
240,economist,27,67,151.0,659,60,900,340,19,16,"warrior,balancer,builder,economist"
241,tempo,18,150,79.75,473,24,519,235,10,11,"warrior,evolver,random,tempo"
242,rare_hunter,31,36,130.0,583,56,927,338,22,16,"builder,random,balancer,rare_hunter"
243,warrior,28,91,157.75,529,52,717,370,29,24,"random,economist,evolver,warrior"
244,evolver,28,28,121.25,617,57,821,363,26,20,"tempo,balancer,random,evolver"
245,tempo,20,150,92.25,515,35,489,261,14,7,"rare_hunter,warrior,balancer,tempo"
246,evolver,31,24,152.5,648,54,1076,344,22,15,"builder,random,rare_hunter,evolver"
247,tempo,20,150,92.75,516,31,580,251,15,8,"evolver,random,rare_hunter,tempo"
248,evolver,33,5,157.75,614,66,1063,397,28,21,"warrior,rare_hunter,tempo,evolver"
249,economist,24,78,132.25,560,44,821,299,20,19,"builder,rare_hunter,warrior,economist"
250,evolver,25,104,124.25,534,43,719,313,17,12,"builder,economist,random,evolver"
251,rare_hunter,26,35,117.0,596,48,844,329,20,18,"warrior,tempo,builder,rare_hunter"
252,economist,26,84,134.0,571,49,732,337,20,17,"random,evolver,balancer,economist"
253,random,32,5,175.0,614,62,908,386,28,21,"rare_hunter,economist,evolver,random"
254,evolver,25,93,112.5,548,44,749,339,24,18,"warrior,tempo,balancer,evolver"
255,economist,25,79,117.0,540,40,817,306,15,15,"warrior,builder,balancer,economist"
256,evolver,26,90,130.75,530,47,729,342,22,14,"builder,warrior,economist,evolver"
257,rare_hunter,31,78,142.75,581,60,1043,332,19,22,"builder,tempo,economist,rare_hunter"
258,economist,26,123,137.0,501,50,768,362,26,13,"random,evolver,warrior,economist"
259,tempo,20,135,96.0,526,31,690,267,15,12,"balancer,rare_hunter,random,tempo"
260,economist,28,60,140.25,574,53,718,347,26,18,"warrior,balancer,rare_hunter,economist"
261,builder,31,41,153.25,581,69,953,371,21,26,"economist,rare_hunter,warrior,builder"
262,economist,31,38,199.5,649,54,1015,360,25,20,"builder,random,evolver,economist"
263,builder,28,57,113.25,616,64,792,340,16,25,"rare_hunter,balancer,evolver,builder"
264,tempo,22,139,102.25,495,39,629,277,17,19,"evolver,warrior,builder,tempo"
265,economist,27,70,139.25,546,47,591,314,18,15,"evolver,builder,random,economist"
266,tempo,28,38,120.75,585,60,914,356,15,14,"warrior,balancer,builder,tempo"
267,rare_hunter,32,40,136.75,575,64,792,396,18,18,"tempo,evolver,random,rare_hunter"
268,economist,26,81,128.0,542,48,696,311,23,20,"rare_hunter,evolver,builder,economist"
269,economist,24,125,125.0,499,39,745,307,21,12,"balancer,tempo,evolver,economist"
270,rare_hunter,26,87,112.5,584,52,951,331,17,20,"builder,evolver,balancer,rare_hunter"
271,evolver,26,76,105.75,550,43,819,362,16,21,"warrior,builder,balancer,evolver"
272,evolver,25,110,98.75,576,42,827,276,15,18,"builder,random,tempo,evolver"
273,rare_hunter,31,1,180.0,633,59,856,362,33,15,"economist,warrior,evolver,rare_hunter"
274,tempo,20,150,96.5,521,33,690,265,14,11,"balancer,builder,random,tempo"
275,balancer,28,83,145.5,560,58,624,313,22,14,"warrior,economist,random,balancer"
276,tempo,32,12,142.75,644,64,927,372,23,15,"random,balancer,rare_hunter,tempo"
277,tempo,23,128,116.75,533,46,617,315,16,15,"random,rare_hunter,evolver,tempo"
278,economist,25,87,139.75,545,50,791,331,16,12,"random,warrior,builder,economist"
279,economist,28,11,141.5,615,56,907,308,18,17,"builder,balancer,random,economist"
280,builder,32,3,163.5,615,60,979,371,21,15,"rare_hunter,tempo,economist,builder"
281,warrior,29,1,132.0,633,53,786,354,30,16,"balancer,evolver,builder,warrior"
282,tempo,18,150,84.75,499,20,585,237,15,7,"rare_hunter,balancer,warrior,tempo"
283,evolver,32,2,140.75,651,58,903,363,24,15,"rare_hunter,tempo,balancer,evolver"
284,tempo,20,150,104.25,523,32,526,259,23,13,"evolver,builder,balancer,tempo"
285,tempo,20,150,116.5,553,29,613,252,19,6,"economist,builder,warrior,tempo"
286,builder,32,28,176.0,586,62,1067,393,26,19,"evolver,warrior,economist,builder"
287,tempo,25,103,110.25,522,46,798,332,19,18,"balancer,builder,evolver,tempo"
288,builder,33,51,150.0,576,61,1046,356,21,24,"balancer,random,evolver,builder"
289,tempo,18,150,84.0,496,23,576,219,11,8,"builder,warrior,economist,tempo"
290,tempo,20,150,105.5,492,30,509,260,26,11,"warrior,evolver,balancer,tempo"
291,warrior,33,8,199.75,624,69,968,371,27,16,"economist,random,balancer,warrior"
292,random,37,9,158.0,614,75,893,396,25,27,"evolver,warrior,balancer,random"
293,tempo,19,150,85.5,511,31,483,236,17,12,"rare_hunter,random,warrior,tempo"
294,rare_hunter,35,8,174.25,623,69,1179,404,28,22,"builder,random,balancer,rare_hunter"
295,economist,33,21,179.0,635,66,993,395,26,24,"balancer,warrior,evolver,economist"
296,evolver,27,116,110.25,528,59,841,347,18,15,"builder,warrior,balancer,evolver"
297,economist,26,65,143.75,596,45,788,324,28,10,"evolver,builder,tempo,economist"
298,rare_hunter,28,90,119.5,533,60,876,370,11,18,"warrior,builder,random,rare_hunter"
299,tempo,18,150,87.75,485,25,582,235,14,5,"builder,economist,evolver,tempo"
300,rare_hunter,30,51,150.0,567,58,1032,402,24,20,"warrior,evolver,random,rare_hunter"
301,balancer,31,21,153.25,624,59,1035,373,22,23,"builder,warrior,random,balancer"
302,economist,29,82,150.5,566,52,1052,331,17,19,"builder,random,balancer,economist"
303,rare_hunter,27,113,131.5,512,41,856,292,20,8,"economist,tempo,builder,rare_hunter"
304,tempo,22,143,95.25,491,37,761,285,11,13,"warrior,rare_hunter,builder,tempo"
305,tempo,19,142,81.0,463,26,688,244,12,4,"builder,rare_hunter,random,tempo"
306,evolver,30,45,119.0,595,60,953,355,22,18,"builder,random,warrior,evolver"
307,rare_hunter,26,94,100.75,558,53,923,322,11,16,"builder,warrior,balancer,rare_hunter"
308,economist,29,35,168.75,654,64,883,387,23,14,"random,evolver,balancer,economist"
309,balancer,26,110,109.75,524,48,824,306,18,13,"warrior,tempo,builder,balancer"
310,rare_hunter,28,113,128.25,542,56,580,355,23,13,"warrior,balancer,random,rare_hunter"
311,economist,28,56,155.0,603,55,820,331,22,18,"tempo,evolver,warrior,economist"
312,builder,26,108,111.0,524,54,929,354,15,16,"evolver,rare_hunter,random,builder"
313,tempo,20,150,95.25,498,23,699,252,16,9,"balancer,rare_hunter,builder,tempo"
314,rare_hunter,26,126,118.75,568,49,738,357,19,21,"random,warrior,evolver,rare_hunter"
315,evolver,33,16,184.75,620,64,1107,411,33,21,"warrior,economist,builder,evolver"
316,economist,28,61,147.5,601,50,896,322,20,19,"builder,random,warrior,economist"
317,warrior,23,90,103.5,537,36,654,292,16,13,"evolver,tempo,random,warrior"
318,economist,26,42,150.5,642,58,679,345,20,12,"random,warrior,evolver,economist"
319,tempo,21,150,106.75,501,38,710,283,17,8,"warrior,random,builder,tempo"
320,builder,35,1,213.75,618,78,1176,435,24,29,"rare_hunter,tempo,economist,builder"
321,rare_hunter,24,111,105.5,535,41,742,320,18,17,"evolver,balancer,random,rare_hunter"
322,tempo,32,11,142.0,668,65,1124,372,28,17,"warrior,rare_hunter,random,tempo"
323,evolver,30,16,140.5,635,61,1107,372,18,21,"tempo,warrior,builder,evolver"
324,rare_hunter,30,45,122.25,599,62,800,360,23,14,"balancer,warrior,random,rare_hunter"
325,evolver,25,133,112.25,500,44,743,330,19,16,"balancer,warrior,random,evolver"
326,tempo,19,150,108.25,501,29,572,243,17,11,"economist,builder,random,tempo"
327,warrior,25,80,123.25,523,47,671,306,18,12,"tempo,random,economist,warrior"
328,warrior,24,95,140.75,547,51,614,322,13,12,"economist,balancer,rare_hunter,warrior"
329,tempo,20,150,96.0,473,26,612,266,18,7,"random,evolver,rare_hunter,tempo"
330,tempo,28,112,128.5,525,50,847,331,23,19,"builder,balancer,random,tempo"
331,rare_hunter,26,56,109.75,573,43,832,324,23,16,"tempo,builder,evolver,rare_hunter"
332,rare_hunter,33,3,166.75,611,66,1300,387,22,19,"tempo,random,builder,rare_hunter"
333,economist,29,43,181.5,587,64,900,355,16,19,"builder,balancer,warrior,economist"
334,balancer,27,101,122.25,524,53,718,371,25,16,"rare_hunter,warrior,evolver,balancer"
335,evolver,36,8,166.0,645,73,906,412,29,26,"rare_hunter,warrior,balancer,evolver"
336,warrior,28,2,152.0,618,53,737,332,28,19,"economist,tempo,builder,warrior"
337,balancer,31,43,128.5,590,64,853,372,18,18,"evolver,random,warrior,balancer"
338,economist,32,72,140.5,561,64,928,356,24,20,"rare_hunter,warrior,evolver,economist"
339,tempo,19,150,101.0,499,29,501,242,16,8,"economist,evolver,random,tempo"
340,evolver,28,36,125.5,609,52,861,355,16,21,"random,balancer,builder,evolver"
341,evolver,33,9,158.25,612,74,1088,434,20,22,"builder,warrior,random,evolver"
342,tempo,18,150,102.75,489,21,547,236,16,5,"economist,builder,balancer,tempo"
343,tempo,20,148,96.5,482,29,566,248,17,13,"evolver,builder,random,tempo"
344,warrior,24,119,123.5,535,40,748,317,22,7,"balancer,economist,evolver,warrior"
345,tempo,29,44,123.0,600,64,694,347,23,13,"rare_hunter,balancer,warrior,tempo"
346,economist,36,1,174.25,656,72,1123,413,27,27,"balancer,random,evolver,economist"
347,tempo,20,150,117.25,480,27,619,258,24,10,"balancer,economist,evolver,tempo"
348,warrior,23,97,123.0,571,44,582,307,16,10,"random,rare_hunter,economist,warrior"
349,random,29,5,141.0,624,53,762,362,18,14,"evolver,warrior,rare_hunter,random"
350,economist,31,51,157.25,600,66,776,354,21,18,"evolver,balancer,warrior,economist"
351,evolver,23,123,130.0,506,47,730,316,20,15,"balancer,economist,tempo,evolver"
352,warrior,25,62,138.75,622,41,848,332,22,19,"economist,evolver,builder,warrior"
353,economist,30,45,190.0,614,57,1042,339,21,20,"rare_hunter,builder,balancer,economist"
354,tempo,20,148,89.5,525,33,707,262,16,13,"rare_hunter,warrior,builder,tempo"
355,evolver,29,23,117.25,611,56,931,340,16,18,"balancer,builder,random,evolver"
356,tempo,18,150,84.0,557,24,460,228,13,6,"warrior,rare_hunter,balancer,tempo"
357,warrior,34,25,174.25,622,65,1207,409,24,21,"random,builder,balancer,warrior"
358,economist,32,28,157.25,592,64,799,352,25,19,"rare_hunter,balancer,random,economist"
359,tempo,26,32,126.0,608,45,981,316,24,13,"balancer,economist,builder,tempo"
360,warrior,24,89,100.5,578,41,772,306,11,14,"builder,evolver,balancer,warrior"
361,rare_hunter,23,114,122.25,551,39,633,315,22,7,"economist,warrior,random,rare_hunter"
362,evolver,29,16,168.0,608,53,972,348,23,20,"balancer,builder,economist,evolver"
363,tempo,20,150,113.0,510,33,608,258,16,13,"economist,evolver,builder,tempo"
364,rare_hunter,23,141,98.75,546,49,704,317,15,12,"tempo,random,balancer,rare_hunter"
365,tempo,31,9,183.75,617,59,1071,385,30,23,"economist,evolver,random,tempo"
366,builder,29,14,148.75,617,56,938,354,12,20,"evolver,random,warrior,builder"
367,tempo,25,128,140.75,514,42,885,315,19,12,"economist,warrior,builder,tempo"
368,tempo,23,140,115.75,498,40,620,298,20,19,"random,evolver,warrior,tempo"
369,balancer,32,32,156.0,589,63,1082,403,22,22,"builder,evolver,warrior,balancer"
370,tempo,27,121,113.0,542,45,811,299,20,19,"builder,evolver,rare_hunter,tempo"
371,balancer,26,38,103.5,602,53,675,290,14,14,"evolver,random,warrior,balancer"
372,rare_hunter,28,71,122.5,614,54,940,346,17,11,"warrior,random,builder,rare_hunter"
373,tempo,20,145,90.25,524,34,557,260,20,9,"random,balancer,rare_hunter,tempo"
374,tempo,19,150,94.75,510,28,507,237,16,6,"warrior,economist,balancer,tempo"
375,tempo,20,150,109.25,476,28,616,257,20,10,"evolver,warrior,economist,tempo"
376,rare_hunter,26,128,132.75,562,53,761,355,21,17,"balancer,random,economist,rare_hunter"
377,tempo,23,131,106.0,497,39,723,284,14,12,"balancer,builder,random,tempo"
378,evolver,28,24,140.0,702,60,843,321,12,19,"builder,balancer,warrior,evolver"
379,tempo,23,150,98.0,558,40,682,307,14,14,"random,evolver,warrior,tempo"
380,economist,27,60,151.0,672,65,887,321,16,22,"rare_hunter,evolver,builder,economist"
381,tempo,19,150,83.25,502,25,698,245,16,11,"evolver,builder,random,tempo"
382,rare_hunter,29,110,138.0,506,64,820,362,20,18,"builder,evolver,balancer,rare_hunter"
383,tempo,22,150,134.25,554,38,548,292,26,19,"economist,evolver,warrior,tempo"
384,tempo,22,150,100.0,473,36,746,291,17,5,"warrior,balancer,builder,tempo"
385,tempo,18,150,96.5,511,23,525,228,15,7,"economist,random,rare_hunter,tempo"
386,balancer,29,36,123.0,587,64,897,345,18,16,"evolver,builder,warrior,balancer"
387,economist,27,8,148.75,632,60,817,338,19,17,"evolver,warrior,balancer,economist"
388,random,35,11,142.75,605,73,1136,410,18,25,"balancer,evolver,builder,random"
389,warrior,27,98,108.5,553,55,838,316,20,6,"rare_hunter,tempo,evolver,warrior"
390,tempo,26,112,117.75,524,48,662,325,21,12,"balancer,random,evolver,tempo"
391,random,31,44,117.25,587,70,885,362,17,20,"rare_hunter,balancer,warrior,random"
392,tempo,27,73,131.25,576,52,817,321,13,12,"random,builder,warrior,tempo"
393,tempo,29,20,137.0,618,59,897,364,20,20,"balancer,builder,random,tempo"
394,evolver,34,17,157.75,619,67,982,380,28,23,"rare_hunter,random,tempo,evolver"
395,tempo,32,7,204.0,610,60,1110,385,33,24,"random,warrior,economist,tempo"
396,tempo,20,150,93.5,462,30,471,269,17,6,"balancer,rare_hunter,random,tempo"
397,warrior,29,4,157.0,657,62,914,363,18,20,"evolver,economist,tempo,warrior"
398,tempo,18,150,83.75,533,29,479,235,14,8,"random,rare_hunter,warrior,tempo"
399,tempo,19,150,87.75,525,32,458,235,17,9,"warrior,rare_hunter,random,tempo"
400,tempo,19,150,103.0,525,28,593,245,20,15,"balancer,evolver,economist,tempo"
